 #Reference     Predicted       Error     structure_no 
   0.00257800   -1.65599898    1.65857698            27
  -0.00261700    0.02512313    0.02774013            27
   0.00000000    0.00001225    0.00001225            27
   0.00453800   -1.63496502    1.63950302            27
   0.00261700   -0.02506132    0.02767832            27
   0.00000000    0.00001083    0.00001083            27
  -0.00453800    1.63494471    1.63948271            27
   0.00575900   -0.01529322    0.02105222            27
   0.00156400    0.02950548    0.02794148            27
  -0.00444400    1.50270375    1.50714775            27
  -0.00575900    0.01527168    0.02103068            27
   0.00156400    0.02951285    0.02794885            27
   0.00444400   -1.50273333    1.50717733            27
  -0.00575900    0.01527603    0.02103503            27
  -0.00156400   -0.02949688    0.02793288            27
   0.00444400   -1.50273199    1.50717599            27
   0.00575900   -0.01529725    0.02105625            27
  -0.00156400   -0.02949537    0.02793137            27
  -0.00444400    1.50270854    1.50715254            27
  -0.00741400   -0.37607180    0.36865780            27
   0.01062400   -0.58001692    0.59064092            27
  -0.00898100   -1.03424777    1.02526677            27
   0.00741400    0.37607576    0.36866176            27
   0.01062400   -0.57999230    0.59061630            27
   0.00898100    1.03427431    1.02529331            27
   0.00741400    0.37607444    0.36866044            27
  -0.01062400    0.58000479    0.59062879            27
   0.00898100    1.03426819    1.02528719            27
  -0.00741400   -0.37607020    0.36865620            27
  -0.01062400    0.58002097    0.59064497            27
  -0.00898100   -1.03425351    1.02527251            27
   0.00333600   -0.66935117    0.67268717            27
   0.00000000    0.00001055    0.00001055            27
   0.00930400    0.67444910    0.66514510            27
  -0.00333600    0.66934499    0.67268099            27
   0.00000000    0.00000241    0.00000241            27
  -0.00930400   -0.67442203    0.66511803            27
   0.00401000    0.02408956    0.02007956            27
  -0.00080700    0.02731608    0.02812308            27
   0.00615800    1.30078526    1.29462726            27
  -0.00401000   -0.02414039    0.02013039            27
  -0.00080700    0.02730090    0.02810790            27
  -0.00615800   -1.30077739    1.29461939            27
  -0.00401000   -0.02413340    0.02012340            27
   0.00080700   -0.02729782    0.02810482            27
  -0.00615800   -1.30077801    1.29462001            27
   0.00401000    0.02409191    0.02008191            27
   0.00080700   -0.02730346    0.02811046            27
   0.00615800    1.30078026    1.29462226            27
  -0.00426800   -0.33811891    0.33385091            27
  -0.00212900    0.61618135    0.61831035            27
  -0.00914400   -0.66870486    0.65956086            27
   0.00426800    0.33816263    0.33389463            27
  -0.00212900    0.61614024    0.61826924            27
   0.00914400    0.66871138    0.65956738            27
   0.00426800    0.33817527    0.33390727            27
   0.00212900   -0.61614677    0.61827577            27
   0.00914400    0.66871508    0.65957108            27
  -0.00426800   -0.33813603    0.33386803            27
   0.00212900   -0.61618776    0.61831676            27
  -0.00914400   -0.66870110    0.65955710            27
   0.00501300    0.02908463    0.02407163            27
  -0.00291100   -0.03440714    0.03149614            27
  -0.00461100    1.55492120    1.55953220            27
  -0.00501300   -0.02905422    0.02404122            27
  -0.00291100   -0.03440253    0.03149153            27
   0.00461100   -1.55493771    1.55954871            27
  -0.00501300   -0.02903471    0.02402171            27
   0.00291100    0.03440939    0.03149839            27
   0.00461100   -1.55494209    1.55955309            27
   0.00501300    0.02907113    0.02405813            27
   0.00291100    0.03439861    0.03148761            27
  -0.00461100    1.55492991    1.55954091            27
  -0.00505600   -0.05304413    0.04798813            27
   0.00094600    0.02779744    0.02685144            27
   0.00246000   -1.54622260    1.54868260            27
   0.00505600    0.05301081    0.04795481            27
   0.00094600    0.02780090    0.02685490            27
  -0.00246000    1.54624489    1.54870489            27
   0.00505600    0.05302049    0.04796449            27
  -0.00094600   -0.02778402    0.02683802            27
  -0.00246000    1.54624753    1.54870753            27
  -0.00505600   -0.05305600    0.04800000            27
  -0.00094600   -0.02778239    0.02683639            27
   0.00246000   -1.54622937    1.54868937            27
  -0.00429100    0.01689383    0.02118483            27
   0.00604000    0.06031485    0.05427485            27
  -0.00873800    1.63844727    1.64718527            27
   0.00429100   -0.01690492    0.02119592            27
   0.00604000    0.06031715    0.05427715            27
   0.00873800   -1.63845468    1.64719268            27
   0.00429100   -0.01690016    0.02119116            27
  -0.00604000   -0.06031979    0.05427979            27
   0.00873800   -1.63845596    1.64719396            27
  -0.00429100    0.01688777    0.02117877            27
  -0.00604000   -0.06030423    0.05426423            27
  -0.00873800    1.63844952    1.64718752            27
  -0.00304900    0.01765246    0.02070146            27
  -0.00072200    0.04288616    0.04360816            27
   0.00766700   -1.53800231    1.54566931            27
   0.00304900   -0.01759306    0.02064206            27
  -0.00072200    0.04288027    0.04360227            27
  -0.00766700    1.53796792    1.54563492            27
   0.00304900   -0.01758429    0.02063329            27
   0.00072200   -0.04286939    0.04359139            27
  -0.00766700    1.53797342    1.54564042            27
  -0.00304900    0.01763390    0.02068290            27
   0.00072200   -0.04287638    0.04359838            27
   0.00766700   -1.53800479    1.54567179            27
   0.00490000    0.01770416    0.01280416            27
   0.00000000   -0.00000624    0.00000624            27
  -0.00894400    1.55045807    1.55940207            27
  -0.00490000   -0.01773481    0.01283481            27
   0.00000000   -0.00001193    0.00001193            27
   0.00894400   -1.55049831    1.55944231            27
  -0.00490500    0.03106139    0.03596639            27
   0.00000000   -0.00000704    0.00000704            27
   0.00069800   -1.63624440    1.63694240            27
   0.00490500   -0.03104266    0.03594766            27
   0.00000000   -0.00001156    0.00001156            27
  -0.00069800    1.63625765    1.63695565            27
   0.00308100    0.06277578    0.05969478            27
  -0.00027100    0.04322895    0.04349995            27
   0.00698500    1.25054903    1.24356403            27
  -0.00308100   -0.06278840    0.05970740            27
  -0.00027100    0.04322885    0.04349985            27
  -0.00698500   -1.25049716    1.24351216            27
  -0.00308100   -0.06278977    0.05970877            27
   0.00027100   -0.04324005    0.04351105            27
  -0.00698500   -1.25049684    1.24351184            27
   0.00308100    0.06276754    0.05968654            27
   0.00027100   -0.04324839    0.04351939            27
   0.00698500    1.25054795    1.24356295            27
   0.01075400   -0.69266432    0.70341832            27
   0.00000000    0.00000599    0.00000599            27
  -0.00200700    0.98727698    0.98928398            27
  -0.01075400    0.69268835    0.70344235            27
   0.00000000   -0.00000956    0.00000956            27
   0.00200700   -0.98725499    0.98926199            27
   0.00069300   -0.00445069    0.00514369            27
   0.00000000    0.00001025    0.00001025            27
   0.00175500   -1.49857816    1.50033316            27
  -0.00069300    0.00442308    0.00511608            27
   0.00000000    0.00000814    0.00000814            27
  -0.00175500    1.49859295    1.50034795            27
   0.00397600   -0.06182309    0.06579909            27
   0.00000000   -0.00000166    0.00000166            27
   0.00600800    1.33212270    1.32611470            27
  -0.00397600    0.06190551    0.06588151            27
   0.00000000   -0.00000278    0.00000278            27
  -0.00600800   -1.33212323    1.32611523            27
  -0.00033800    0.05923831    0.05957631            27
   0.00000000   -0.00000345    0.00000345            27
  -0.00418400   -1.23169900    1.22751500            27
   0.00033800   -0.05930197    0.05963997            27
   0.00000000   -0.00001334    0.00001334            27
   0.00418400    1.23174655    1.22756255            27
  -0.00000000   -0.00000800    0.00000800            28
   0.00999100    0.26386598    0.25387498            28
   0.00000000    0.00001133    0.00001133            28
   0.00000000   -0.00000578    0.00000578            28
  -0.00999100   -0.26387087    0.25387987            28
   0.00000000    0.00001140    0.00001140            28
  -0.00000000   -0.00000631    0.00000631            28
   0.00973100    0.00228598    0.00744502            28
   0.00000000    0.00000305    0.00000305            28
   0.00000000   -0.00000624    0.00000624            28
  -0.00973100   -0.00228546    0.00744554            28
   0.00000000    0.00000313    0.00000313            28
